ID,과목,소과목,문제,정답
1.3.038,1. 금융상품 및 세제,1.3. 부동산관련 상품,저당권은 법인채권으로서 채권실행을 하고 부동산담보신탁은 시장에서 직접 매도할 수 있으므로 담보의 환가력은 ( )이 더 높다.,부동산담보신탁
1.3.039,1. 금융상품 및 세제,1.3. 부동산관련 상품,"PF채권에 대한 안정성확보 수단으로는 시공사로부터의 채권보증자가 가장 많은데, 시공사의 ( ), ( ), 채무인수, 자금보충 등이 있다.","지급보증, 책임분양"
1.3.040,1. 금융상품 및 세제,1.3. 부동산관련 상품,×/∘ 포트폴리오 위험을 나타내는 환산은 개별 부동산의 분산은 가중평균한 값이다.,× → 기타수익률은 가중평균이지만 위험은 공분산항목이 추가된다.
1.3.041,1. 금융상품 및 세제,1.3. 부동산관련 상품,×/∘ 주식과 채권을 보유한 포트폴리오에 부동산을 편입할 경우 체계적위험이 감소한다.,× → 분산시 비체계적위험이 감소한다.
1.3.042,1. 금융상품 및 세제,1.3. 부동산관련 상품,"부동산가치의 발생요인은 ( ), ( ), ( )이 있으며 부동산가치의 형성요인은 ( ), ( )이다.","유효수요, 효용 / 일반적 요인, 지역적 요인, 개별적 요인 / 가치발생요인 3요인가 : 필요, 유, 의"
1.3.043,1. 금융상품 및 세제,1.3. 부동산관련 상품,비준가격 = 사례가격 × 사정보정 × 시점수정 × 지역요인비교 × 개별요인비교 × 면적'으로 평가하는 것은 (거래사례비교법 / 수익환원법)에 해당한다.,거래사례비교법
1.3.044,1. 금융상품 및 세제,1.3. 부동산관련 상품,"취득 시 원가가 3억 원인 어떤 건물이 3년이 경과한 현재 재조달원가가 5억 원에 달했다면 대수선수명은 10년, 내용연수의 잔존가액은 0원으로 가정) 시, 건물의 복성가격은 ( )이다.",4억 원 → 건물의 복성가격 = 5억 원 - (5억 원 × 3/15) = 4억 원
1.3.045,1. 금융상품 및 세제,1.3. 부동산관련 상품,"연간 임대료 수입이 1,000만 원이다. 자본환원율이 5%라면 이 부동산의 가치는 ( )이며, 이러한 방식을 (가격수익비교법 / 수익환원법 / 수익환원법)이라 한다.","2억 원 / 수익환원법 → 1,000만 원 / 0.05 = 2억 원"
1.3.046,1. 금융상품 및 세제,1.3. 부동산관련 상품,"소득접근법에서 순영업소득을 환원시키는 방법(직접환원법, 할인현금수지분석법)중에서, 당해의 순수익이 영구적으로 지속된다는 전제 하에 환원을 시키는 방법은 ( )이다.",직접환원법
1.3.047,1. 금융상품 및 세제,1.3. 부동산관련 상품,"×/∘ 한가액은 건물, 기계장치 등 재생산이 가능한 물건에 널리 적용되나, 토지와 같이 재생산이 불가한 자산에 대해서는 적용이 불가하다.",∘
1.3.048,1. 금융상품 및 세제,1.3. 부동산관련 상품,기술이 정보알수-제조물원가나 감가상각액의 파악이 어렵다는 단점이 있는 것은 (거래사례비교법 / 원가법 / 수익환원법)법이다.,원가법
1.3.049,1. 금융상품 및 세제,1.3. 부동산관련 상품,토지를 평가함에 있어 가장 적합한 감정평가방식은 (비교방식 / 원가방식 / 수익방식)으로 평가하는 것이 적합하다.,비교방식
1.3.050,1. 금융상품 및 세제,1.3. 부동산관련 상품,임대료나 기업용 부동산은 (비교방식 / 원가방식 / 수익방식)으로 평가하는 것이 적합하다.,수익방식
2.1.001,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,$\times$/$\circ$ 대안투자는 매수전용(Long Only)에서 벗어나 차익이나 공매도 등의 다양한 거래방식을 활용한다.,$\circ$
2.1.002,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"$\times$/$\circ$ 대안투자상품에는 부동산, 원자재, 인프라스트럭처, 선박, MMF 등이 있다.",$\times$ $\rightarrow$ MMF는 전통 투자상품(채권)에 속한다.
2.1.003,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,해당 부동산이 창출하는 미래현금흐름을 담보로 하는 부동산금융은 (주택금융 / 수익부동산금융)이다.,수익부동산금융
2.1.004,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,$\times$/$\circ$ PF(프로젝트파이낸싱) 금융은 주택금융에 속한다.,"$\times$ $\rightarrow$ PF는 수익부동산금융에 속하며, 개발사업을 위해 대출을 받는 금융을 말한다."
2.1.005,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"$\times$/$\circ$ 자산유동화증권(ABS)의 발행을 통해, 자산보유자는 보유하고 있는 유동성이 낮은 자산을 유동화회사로서 유동성위험을 회피할 수 있다.",$\circ$
2.1.006,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,부동산개발사업에 있어서 부동산의 건축을 담당하는 주체는 (시행사 / 시공사)이다.,시공사
2.1.007,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,지주 수가 많은 토지에 대해서는 지주 개인 별로 개발계약을 하는 것이 바람직하다.,$\times$ $\rightarrow$ 지주공동사업을 통해 신탁방식 등을 통한 자금조달과 유동화도 할 수 있다.
2.1.008,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,$\times$/$\circ$ PEF의 사원은 1인 이상의 무한책임사원(GP : General Partners)과 1인 이상의 유한책임사원(LP : Limited Partners)로 구성되며 그 총수는 100인 이하이어야 한다.,"$\times$ $\rightarrow$ PEF는 합자회사 형태의 사모펀드로서, 100인 이상 총수 규정이 없으며, 사원수는 49인 이하이어야 한다."
2.1.009,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,PEF의 (무한책임사원 / 유한책임사원)은 PEF에 투자한 금액의 범위 내에서만 책임을 진다.,유한책임사원
2.1.010,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"$\times$/$\circ$ PEF의 무한책임사원은 노무 또는 신용사용을 할 수 없으며, 반드시 금전 또는 자산재산 있는 유가증권으로 투자해야 한다.","$\times$ $\rightarrow$ 노무/신용사용을 할 수 없다는 내용은 맞으나, 펀드재산 중 유가증권으로만 투자해야 하는 것은 아니다."
2.1.011,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"PEF의 자금회수(EXIT) 방안 중 가장 선호되는 것은 PEF가 인수한 기업을 일반기업에 직접 매각하는 것이며, ( )의 경우 기업의 수익창출을 유발할 수 있다.",재상장(Re-capitalization)
2.1.012,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,$\times$/$\circ$ PEF의 자금회수(EXIT) 방안 중 PEF가 인수한 기업을 다른 PEF에 매각하는 것은 허용되지 않는다.,$\times$ $\rightarrow$ 매각할 수 있다.
2.1.013,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,$\times$/$\circ$ PEF는 등기 · 등록사무로서 유한책임사원의 내역을 공개해야 한다.,$\times$ $\rightarrow$ 유한책임사원은 비공개이다.
2.1.014,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"헤지펀드 중 글로벌 매크로전략은 세계경제주제를 현상하여 포트폴리오를 구축하는 방향성전략인데, (판다는 / 배팅업) 방식으로 운용된다.",판다는(Top-down)
2.1.015,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,$\times$/$\circ$ 헤지펀드는 기초자산을 보유해야만 거래할 수 있다.,$\times$ $\rightarrow$ 헤지펀드는 기초자산이 없어도 공매도를 한다는차익거래 등을 통하여 거래가 가능.
2.1.016,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"헤지펀드전략 중 '합병차익거래, 부실채권전략'은 (차익거래전략 / 상황의존전략 / 방향성전략)에 속한다.",상황의존전략(Event-Driven 전략)
2.1.017,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,합병차익거래는 인수기업주식을 ( )하고 피인수기업주식을 ( )하는 것이 일반적이다.,"매도, 매수 ('인수기업주식 매도 & 피인수기업주식 매수')"
2.1.018,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"전환사채거래에 유리한 전환사채는 기초자산의 변동성이 (크고 / 작고), 전환사채가격이 (크고 / 작고), 기초자산의 배당률이 (높고 / 낮고), 전환프리미엄이 (낮은 / 높은) 상태가 좋다.","크고, 크고, 낮고, 낮은"
2.1.019,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"전환사채의 델타가 ( )일 경우 전환사채에 주식을 매수하고, 주식 1단위를 매도하면 파생상품 구조(위험합성행위)를 만들 수 있다.",0.5
2.1.020,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"채권수익률곡선이 스티프닝해질 경우에는 단기채를 ( )하고, 플래트닝해지면 장기채를 ( )한다.","매수, 매도 ('단기채 매수+스티프닝하면 단기채를 매도하고, 플래트닝해지면 장기채를 매수한다')"
2.1.021,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"Commodity Futures Contracts / Commodity Forward Contracts는 다양한 장점이 있으나, ( ) 등에 노출되는 단점이 있다.",롤오버리스크와 마진콜
2.1.022,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"Positive Roll Yield는 ( )에서, Negative Roll Yield는 ( )에서 발생한다.",백워데이션 / 콘탱고
2.1.023,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"CDO의 발전단계는 '전통적인 CDO - CLN CDO - 합성CDO'인데 기초자산을 매각하지 않아서 고객사와의 우호관계를 유지할 수 있으며, 채권발행비용도 절감할 수 있는 것을 충족하는 것은 ( )이다.",합성CDO
2.1.024,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,기초자산의 수익률과 유동화증권 수익률 간의 차이에서 발생하는 차익을 목적으로 발행하는 CDO는 ( )이다.,Arbitrage CDO
2.1.025,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,$\times$/$\circ$ CDS(Credit Default Swap)는 보장매수자가 보장매도자에게 프리미엄을 지급한다.,$\circ$
2.1.026,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"$\times$/$\circ$ CDS는 보장매수자가 준거자산의 양도 없이 신용위험을 전할 수 있으며, 신용위험 전가사실을 고객사(채무자)가 알 수 없으므로 고객사와 우호적인 관계를 유지할 수 있는 장점이 있다.",$\circ$
2.1.027,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"보장매수자의 입장에서는 개별적인 꼬리거래(Tail-risk)를 하는 비용이 싸며, 보장매도자의 입장에서는 첫째 부동산만 책임이 있어 CDS와 크게 다르지 않으나 CDS보다 높은 프리미엄을 약속할 수 있는 것은 (CDS / FTD / CLN / TRS)이다.",FTD(First To Default)
2.1.028,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"신용위험뿐만 아니라 시장위험도 전가하며, 현금흐름부채효과가 있는 것은 ( )이다.",Total Return Swap(TRS)
2.1.029,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,$\times$/$\circ$ TRS매입자는 시장 기준금리에 TRS spread를 가산한 금액을 TRS매도자에게 지급한다.,$\circ$
2.1.030,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,"위험전가를 목적으로 하고 발행하며, 재무상태표상의 위험자산이 감소하여 재무비율이 개선될 수 있는 CDO는 ( )이다.",Balance Sheet CDO
2.1.031,2. 투자운용 및 전략 II 및 투자분석,2.1. 대안투자운용,수익을 초기에 한 번에 받으며(up front) 만기시점에서 남아있는 담보자산의 원금을 받는 트랜치는 ( )이다.,아퀴티(equity)
2.2.001,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 국내권으로 분산불가능한 체계적 위험도 국제 분산투자를 할 경우 추가적인 분산효과는 얻기 어렵다.,$\times$
2.2.002,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,"MSCI지수는 달러기준의 국제주가지수로 미국투자자에 특이 적합하며, (시가총액식 / 유동주식 시가총액식) 방식으로 지수를 산출한다.",유동주식 시가총액식
2.2.003,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,"유니타리의 경우 MSCI지수에서는 (MSCI 세계지수 / MSCI EM지수), FTSE지수에서는 (DM지수 / EM지수)로 분류된다.",MSCI 세계지수 / DM지수
2.2.004,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,MSCI EM지수는 주요 신흥시장 23개국의 기업을 기준으로 산출되며 주가등락과 환율변동에 따라 매일 변동한다.,$\circ$
2.2.005,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,( )지수는 벤치마크로서 상장된 100개의 우량주식으로 구성된 지수이다.,FTSE100
2.2.006,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 2024년 현재 한국은 세계채권지수WGBI에 편입되어 있다.,$\times$
2.2.007,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 세계경제의 통합화가 더욱 강화되고 있으므로 아시아나 국제분산투자에 의한 초과수익의 가능성은 존재하지 않을 것이라고 보는 것이 현실적이다.,$\times$
2.2.008,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 글로벌 동조화가 강화될수록 국제 분산투자효과도 커진다.,$\times$
2.2.009,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 본국통화로 표시한 외국주식에 대한 분산은 외국통화로 표시한 투자수익률과 환율변동률을 합한 값이다.,$\circ$
2.2.010,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 위험분산을 계산할 때 공분산항목이 추가된다.,$\circ$
2.2.011,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 투자기간의 전체기간을 하나의 계약으로 일시에 헤지하는 것은 롤오버헤지이다.,"$\times$ $\rightarrow$ 전체기간을 몇 개의 단기기간으로 나누고 단기기간을 이어서 헤지하는 것이 롤오버헤지이며, 플로어링과정에서 롤오버위험이 발생한다."
2.2.012,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,"미국투자자가 달러상승시에 해외투자 시 환차손을 입게 되는데, 이때 달러가치와 양의 상관관계를 보이는 주식을 매수함으로써 환차손을 상쇄할 수 있다. 이렇게 주가와 통화가치 간의 상관관계를 이용한 환위험 헤지방법을 (롤오버헤지 / 내재적 헤지)라고 한다.",내재적 헤지
2.2.013,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 내재적 헤지(Implicit hedge)를 위해서는 별도의 헤지비용이 필요하다.,$\times$ $\rightarrow$ 내재적 헤지는 별도의 헤지비용이 발생하지 않는다.
2.2.014,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 국제투자펀드는 환위험을 위험요인으로 보기보다는 초과수익의 원원으로 보기 때문에 특별한 경우가 아니면 환헷지를 하거나 또는 헤지를 하지 않는다.,$\circ$
2.2.015,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,"동조화의 정도는 산업별로 차이가 나는데, 시장이 글로벌화되면 IT산업이나 중간재산업 등에서 동조화 현상은 (더욱 강하게 / 더욱 약하게) 나타난다.",더욱 강하게
2.2.016,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,해외에서 달러표시로 DR을 발행하고 미국과 런던에서 동시에 상장한다면 (ADR / EDR / GDR)이 된다.,GDR
2.2.017,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,해당 기업이 미증시에 상장하기를 원하여 DR발행 및 상장관련 비용을 직접 부담하여 상장하는 것을 (Sponsored DR / Unsponsored DR)이라 한다.,Sponsored DR
2.2.018,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,뉴욕시장은 세계 최고의 시장이나 DR 발행사가 엄격하고 까다로우며 규제가 약한 런던시장 등을 선호한다.,$\times$ $\rightarrow$ 뉴욕시장이 규제가 엄격하여 DR 발행사가 런던시장 등을 선호한다.
2.2.019,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 라구 주식시장 거래규모의 주요 결정요인은 상장회사의 시가총액이다. 그런데 투자자의 거래형태나 주식보유의 증가 및 분포도 중요한 결정요인이다.,$\circ$
2.2.020,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 복수상장DR상품 등을 하면 상장비용이 절감되는 측면이 있다.,"$\times$ $\rightarrow$ 복수상장을 한다고 해서 상장비용이 절감되는 것은 아니다. 복수상장을 통해 물량공급과 거래규모, 홍보효과 증가가 상장유지비용보다 더 성장이 정당화된다."
2.2.021,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,"런던에서 파운드로 발행하면 ( ), 런던에서 달러로 발행하면 ( )가 된다.",외국채 / 유로채
2.2.022,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 양키본드는 북미소유회사의 본국 외에서 발행되는 채권에 속한다.,$\times$
2.2.023,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 유로채는 무기명채권(Bearer Bond)으로 발행되기 때문에 이자소득세의 부담이 없다.,$\circ$
2.2.024,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 외국채는 현지국의 규제를 받으며 기명식채권(Registered Bond)으로 발행하므로 이자소득세를 부담하는 것이 원칙이다.,$\circ$
2.2.025,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,"$\times$/$\circ$ 양키본드는 1984년 이전까지 10%의 원천징수세가 부과되었지만, 이후로는 국제경제활성화를 위해 미국 국내 유입을 위해 외국투자자가 양키본드 투자할 경우 원천징수세 부과를 면제하였다.",$\times$
2.2.026,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,미 채무 채권 중에서 만기 1년 이하의 채권은 ( )이며 ( )로 발행한다.,단기채 / 할인채
2.2.027,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,국내 거주자가 해외주식에 직접투자하고 양도차익을 남긴 경우에는 양도소득세과세표준의 22%에 지방세 포함이 과세된다.,$\circ$
2.2.028,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 미국채권에 투자할 경우 위험프리미엄은 투자유의사항이 되지 않는다.,$\times$
2.2.029,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 딥썸온드(Deep Discount Bond)는 홍콩에서 위안화로 채권을 발행하면 (양심본드 / 딤섬본드)라 한다.,$\times$ $\rightarrow$ 딤섬본드(딤섬본드)이다.
2.2.030,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,외국기업이 홍콩에서 위안화로 채권을 발행하면 (딤섬본드 / 양심본드 / 상하이) 접근이다.,딤섬본드
2.2.031,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,세계경제를 글로벌화된 산업의 집합으로 보는 것은 해외투자전략에 대한 (하향식 / 상향식) 접근이다.,하향식
2.2.032,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,"$\times$/$\circ$ 소극적인 투자전략으로서 벤치마크 포트폴리오를 정확히 모방하고자 하는 것은, 벤치마크 구성 시의 거래비용을 줄이면서도 벤치마크 수익률에 근접시킬 수 있는 효과적인 전략이 된다.",$\times$
2.2.033,2. 투자운용 및 전략 II 및 투자분석,2.2. 해외증권투자운용,$\times$/$\circ$ 정확히 모방한채권 full replication이라는 것은 인덱싱 과정에서 거래 비용이 높아지는 문제를 발생시킨다.,$\times$
2.3.001,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"현금흐름의 추정은 ( )으로, 그리고 모든 간접적 효과를 고려하여 추정한다.",세전기준 / 세후기준
2.3.002,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"현금흐름 추정 시 현금흐름의 유입원은 재무제표상의 ( ), ( ), ( )로부터 추정된다.","영업이익, 감가상각비, 이자비용"
2.3.003,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"비유동자산의 매입은 현금흐름의 증가로, 운전자본(유동자산 증가는 현금유출의 증가도, 비자본유부채의 증가는 현금유출의 증가/감소)로 나타난다.",감소
2.3.004,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,현금흐름의 유입원은 손익계산서의 ( )이다.,영업이익
2.3.005,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"범위, 표준편차, 평균편차는 ( )에 해당하는 지표이다.",중심위치 / 산포경향
2.3.006,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"( )는 두 변수의 관계의 방향과 정도를 나타내주는 측정치로서, 공분산을 변수 각각의 표준편차의 곱으로 나누어준 값이다.",상관계수
2.3.007,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,×/∘ 상관계수는 -1에서 +1 사이의 값을 갖는다.,∘
2.3.008,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"액면가 10만 원, 표면금리 4%, 만기수익률이 5%, 연단위후급이표채인 영구채권의 가격은 ( )이다.","80,000원"
2.3.009,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,배당가정모형상 기업의 성장이 일정한 경우를 가정할 때 주식의 가격을 평가하는 공식은 ( )이다.,P0​=k−gD1​​
2.3.010,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,×/∘ 항상성장모형에서는 요구수익률(k)이 배당성장률(g)보다 크다는 것을 전제한다.,∘
2.3.011,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"재무비율 지표 중에서 '의 단기부채에 대한 상환능력은 ( ), 기업의 중장기적인 채무이행능력은 ( ), 현재 기업이 부담하고 있는 채무적 부담에 대한 이행력은 ( )로서 측정할 수 있다.","유동비율, 안정성지표, 보상비율"
2.3.012,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"이자보상비율은 ( )을 이자비용으로 나눈 것인데, 재무비율 지표 중에서 ( )지표로 분류된다.",영업이익 / 안정성
2.3.013,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"×/∘ 채무비율, 매출채권회전율, 총자산회전율 중에서 활동성지표에 해당하는 것은 ( )이다.","× (매출채권회전율, 총자산회전율만 해당함)"
2.3.014,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"×/∘ 총자산이용률, 자기자본이용률, 총자산회전율: 이자보상비율 중에서 재무상태표와 손익계산서를 모두 활용해서 산출되는 재무비율이 아닌 것은 ( )이다.",× (총자산이용률 등은 모두 재무상태표/손익계산서를 활용함)
2.3.015,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"( )은 순이익을 총자산으로 나눈 지표이며, 기업이 보유하고 있는 자산을 얼마나 효율적으로 이용하고 있는가를 측정한다. 이 지표가 높을수록 효율적인 영업을 의미하나, 지나치게 높을 경우 R&D 투자가 미흡하다는 해석이 가능하다.",ROA
2.3.016,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"( )는 ROA × (1 + 부채비율)로 표시되며, 이 값은 ROA가 높거나 부채비율이 높을수록 상승한다.",ROE
2.3.017,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,유동비율은 높은데 당좌비율이 낮다면 재고자산 또는 선급금이 (크다 / 많다)는 뜻이다.,크다
2.3.018,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"총자산회전율이 (높다면 / 낮다면) 낮은 경영효율성, 설비의 노후화 등을 의미한다.",낮다면
2.3.019,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,×/∘ 재고자산회전율이 낮다는 매출채권회전이 급격하게 증가하는 것은 부실의 징후로 해석할 수 있다.,×
2.3.020,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,×/∘ 고정자산보상비율이 낮다는 해당 기업이 부채를 비효율적으로 사용하는 것을 의미한다.,∘
2.3.021,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"영업레버리지는 기업의 영업이 중 영업종류의 정도와 관계없이 발생하는 ( )의 존재로 인해 발생하며, 재무레버리지는 영업이익의 유무와 관계없이 발생하는 ( )의 존재로 인해 발생한다.",고정비 / 고정재무비용
2.3.022,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,매출액의 변동에 대한 영업이익의 변동률의 비율'로 정의되는 것은 (DOL / DFL / DCL)이다.,DOL (영업래버리지도)
2.3.023,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,영업이익의 변동에 대한 주당순이익의 변동률의 비율'로 정의되는 것은 (DOL / DFL / DCL)이다.,DCL (재무래버리지도)
2.3.024,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"결합레버리지도는 영업레버리지도와 재무레버리지를 결합한 개념인데, 계산상으로는 양자의 (합 / 곱)으로 계산된다.",곱
2.3.025,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,영업레버리지가 5라면 매출액이 1% 증가할 때 ( )이 5% 증가하는 것을 말한다.,영업이익
2.3.026,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,재무레버리지가 5라면 ( )이 1% 증가할 때 주당순이익이 5% 증가하는 것을 말한다.,영업이익
2.3.027,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"매출액이 100억 원, 고정비 60억 원, 변동비 20억 원, 영업이익 20억 원, 이자비용이 7.5억 원일 때 영업레버리지는 ( ), 재무레버리지는 ( ), 결합레버리지는 ( )이다.","4, 1.6, 6.4"
2.3.028,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,타인자본 의존도가 높을수록 결합레버리지도는 (높게 / 낮게) 나타난다.,높게
2.3.029,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"감가상각비, 유가증권평가이익, 설비자산처분, 차입금차입' 중에서 현금흐름표 작성 시 (+)로 반영되지 않는 것은 ( )이다.",유가증권평가이익
2.3.030,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"영업활동현금흐름 계산 시 '매출채권의 감소, 재고자산의 감소, 매입채무의 ( )'는 현금흐름의 증가로 계산된다.",증가
2.3.031,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,차입금의 차입이나 상환은 (영업활동 / 재무활동 / 투자활동)현금흐름에 속한다.,재무활동
2.3.032,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,×/∘ PER이 상승하고 있다면 보통 좋은 현상으로 받아들인다.,∘
2.3.033,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,×/∘ PER이 (높으면 / 낮으면) 투자자들이 해당 기업을 보수적이고 안전 위주의 경영을 하고 있음을 의미한다.,낮으면
2.3.034,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"×/∘ Gordon모형의 PER에서, 요구수익률(k)이 ROE보다 클 경우 배당성향과 PER은 양(+)의 관계를 보인다.",×
2.3.035,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,×/∘ PBR이 낮다고 해서 주가상승가능성이 높다고 보는 것은 단편적인 시각이다. PBR이 낮다면 주가상승가능성이 높다고 보는 것은 합당하다.,×
2.3.036,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,"( )는 자기자본을 시가로 평가하므로, PBR의 장부가가맹을 보완하며, 'Q > 1'인 경우 ( ) 기업경영을 효율적으로 하고 있다 / ⓐ 적대적 M&A의 타깃이 된다).","Q비율, ⓐ 적대적 M&A의 타깃이 된다"
2.3.037,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,( ) = ROE × PER,PEG
2.3.038,2. 투자운용 및 전략 II 및 투자분석,2.3 투자분석기법,영업이익은 흑자이나 당기순이익이 적자인 기업의 내재가치를 상장가치평가모형으로 분석할 때 가장 적합한 지표는 ( )이다.,EV/EBITDA
